,target,test_prob,test_obj,0.25_test_obj,0.75_test_obj,mv_prob,mv_obj,0.25_mv_obj,0.75_mv_obj,pre_prob,pre_obj,0.25_pre_obj,0.75_pre_obj,nonrob_prob,nonrob_obj,scenario_prob,scenario_obj,0.25_nonrob_obj,0.75_nonrob_obj,0.25_scenario_obj,0.75_scenario_obj
0,0.01,0.014099999999999998,-0.8562095403812208,-0.863589768826765,-0.846555202975428,0.023399999999999997,-0.8149599193965258,-0.817528972643574,-0.8105266511613316,0.025750000000000002,-0.8343581555638224,-0.8369419379411377,-0.8333175499278207,0.6143338446619008,-0.8764905234270757,0.3239025733429464,-0.8259969126555478,-0.9005100167955326,-0.8620414202322902,-0.8310945738618772,-0.8257401991422693
0,0.02,0.029700000000000004,-0.8553692111952262,-0.8601166201652546,-0.8541089910768422,0.0359,-0.8190140172552545,-0.8203522622692875,-0.8153446127246694,0.032857142857142856,-0.8363872196654726,-0.8400909119718354,-0.8313664299127667,0.6143338446619008,-0.8764905234270757,0.3239025733429464,-0.8259969126555478,-0.9005100167955326,-0.8620414202322902,-0.8310945738618772,-0.8257401991422693
0,0.03,0.038,-0.8581741460514328,-0.8618815680352312,-0.8544608357875316,0.044399999999999995,-0.8214172144292761,-0.8220388945962944,-0.8178596097209294,0.03971428571428571,-0.8384706240306288,-0.8417121169542774,-0.8339570990465036,0.6143338446619008,-0.8764905234270757,0.3239025733429464,-0.8259969126555478,-0.9005100167955326,-0.8620414202322902,-0.8310945738618772,-0.8257401991422693
0,0.05,0.06499999999999999,-0.8614800514695371,-0.8650321833112711,-0.8572699717179213,0.07020000000000001,-0.827863685723141,-0.8288914780480998,-0.8264635985751225,0.06477777777777777,-0.8418365762086916,-0.8448191165849346,-0.838082872429908,0.6143338446619008,-0.8764905234270757,0.3239025733429464,-0.8259969126555478,-0.9005100167955326,-0.8620414202322902,-0.8310945738618772,-0.8257401991422693
0,0.08,0.09079999999999999,-0.8645167460949299,-0.8696579867902916,-0.8568705922355287,0.1002,-0.834606407008677,-0.8374261155414882,-0.8323081407863113,0.0904,-0.844868251269013,-0.8479089925021317,-0.8426194050182785,0.6143338446619008,-0.8764905234270757,0.3239025733429464,-0.8259969126555478,-0.9005100167955326,-0.8620414202322902,-0.8310945738618772,-0.8257401991422693
0,0.1,0.11350000000000002,-0.8653215699586203,-0.8698814711796782,-0.86280652088905,0.1233,-0.8386291639535791,-0.8400526339450685,-0.8374436192272721,0.1091,-0.8479164611588021,-0.8508382489105362,-0.8453917446913578,0.6143338446619008,-0.8764905234270757,0.3239025733429464,-0.8259969126555478,-0.9005100167955326,-0.8620414202322902,-0.8310945738618772,-0.8257401991422693
0,0.12,0.13409999999999997,-0.8667560055756374,-0.8718772553223502,-0.8644883498150356,0.1315,-0.8404404517515554,-0.8430797771653592,-0.8380475830307937,0.128,-0.8504039856788314,-0.8536699820456648,-0.847406521294763,0.6143338446619008,-0.8764905234270757,0.3239025733429464,-0.8259969126555478,-0.9005100167955326,-0.8620414202322902,-0.8310945738618772,-0.8257401991422693
0,0.15,0.15760000000000002,-0.8661171411232941,-0.8730296714995712,-0.8640991866766482,0.16119999999999998,-0.8448542154026206,-0.8488545589385927,-0.841851732242535,0.15769999999999998,-0.8543221584907386,-0.8586596937879809,-0.850496060301851,0.6143338446619008,-0.8764905234270757,0.3239025733429464,-0.8259969126555478,-0.9005100167955326,-0.8620414202322902,-0.8310945738618772,-0.8257401991422693
0,0.18,0.1859,-0.8710427494871646,-0.8754251131755796,-0.8659207446130988,0.1896,-0.8490247031243575,-0.8523250199006486,-0.8463661855478408,0.1887,-0.8582276866001388,-0.862080503275513,-0.8560934604724049,0.6143338446619008,-0.8764905234270757,0.3239025733429464,-0.8259969126555478,-0.9005100167955326,-0.8620414202322902,-0.8310945738618772,-0.8257401991422693
0,0.2,0.2084,-0.8723872548127453,-0.8763555217965026,-0.8672503725054962,0.2063,-0.8521065190893402,-0.854296660776252,-0.8482326926439142,0.21280000000000002,-0.8605754547573012,-0.8631267193149501,-0.8582157946371932,0.6143338446619008,-0.8764905234270757,0.3239025733429464,-0.8259969126555478,-0.9005100167955326,-0.8620414202322902,-0.8310945738618772,-0.8257401991422693
